,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
19257,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,20 floor,North - East facing 2 BHK flatPowai Facingavailable on RENT in Vasant Oasis, Makwana Road, Marolwith Stilt Car Parkingand All World Class AmenitiesImmediate PossessionFor details, please, contact us",Sheth Creators,22.0,20.0,Semi-Furnished,46823625,domcache_srp_46823625,19.114625,Andheri East,72.88409300000002,2019-12-20,Zara  Nadvi,50000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436383233363235,Agent
19267,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,20 floor,North - East facing 2 BHK flat on Higher Floorsavailable on RENT in Vasant Oasis, Makwana Road, Marolwith Stilt Car Parkingand all World Class AmenitiesImmediate PossessionUnfurnished flat with Piped GasFor details, please, contact us",Sheth Creators,22.0,20.0,Unfurnished,46371217,domcache_srp_46371217,19.114625,Andheri East,72.88409300000002,2019-11-29,Zara  Nadvi,50000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436333731323137,Agent
19281,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing two bhk on rent in vakola santacruz east one car parking no restriction",Cooperative Group Housing Society,6.0,5.0,Unfurnished,46071579,domcache_srp_46071579,0.0,Santacruz East,0.0,2019-11-15,Vashdev Nagpal,43000,Aaram CHS," 2 BHK Apartment for Rent in Aaram CHS, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436303731353739,Agent
19293,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing two bhk on rent in vakola santacruz east no restrctions well done up interior contact us for inspection and information",Vasudha Buildcon,8.0,5.0,Unfurnished,46072091,domcache_srp_46072091,19.0796132722805,Santacruz East,72.85281945035999,2019-11-15,Vashdev Nagpal,50000,Legend Apartments," 2 BHK Apartment for Rent in Legend Apartments, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436303732303931,Agent
19296,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,6 floor,East facing semi-Furnished 2 Bhk flat for Rent at Hill Side, Raheja Vihar, Chandivali, Powai. Semi furnished with AC, Kitchen Cabinet, Wardrobes, geyser in bathroom, light, fan etc. The Apartment Comes with All Modern Amenities Club with, Swimming Pool, Pool and Other Facilities Reserve Car Parking, 24 Hours Power Backup, 24 Hours Water Facilities, 24 Hours Security Facilities, Property with all essential and recreational facilities within walking distance and it is tastefully designed and holds a fantastic location in Raheja Vihar Chandivali, Powai.",Raheja Developers Ltd.,12.0,6.0,Semi-Furnished,40103079,domcache_srp_40103079,0.0,Chandivali,0.0,2020-01-13,Amar,50000,Hill Side Complex," 2 BHK Apartment for Rent in Hill Side Complex, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423430313033303739,Agent
19305,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,East facing 2 bhk airy flat with attached bathrooms and covered parking available for lease at Sunset in Raheja Vihar, One of the best and most peaceful residential complexes in powai, With all modern amenities like:-24X7 Security, ICSE Board Hiranandani foundation School, Joggers Park, Recreation Garden, Play Ground, Shopping D' Mart, Haiko within complex, with Hirnandani Hospital & Poly Clinics, Club House with swimming pool, Gym pool table. Quick Access to easteren & Western Express Highway. Proximity to international Airport.",Raheja Developers Ltd.,7.0,4.0,Unfurnished,40181629,domcache_srp_40181629,19.1181,Powai,72.89484909999999,2020-01-13,Amar,43000,Raheja Vihar," 2 BHK Apartment for Rent in Raheja Vihar, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423430313831363239,Agent
19309,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,8 floor  The Home has No/Rare Powercut and water supply is 24 Hours Available. This property has 2 bathrooms and the 1 balcony This is a 2bhk 3 AC, 2 Bed, 2 Wardrobe, 1 TV, Fridge, Sofa, Washing Machine, Dining Table, Gas Connection, Microwave Home. The society has 2 elevator in each tower. ",Cooperative Group Housing Society,18.0,8.0,Furnished,41433943,domcache_srp_41433943,19.115601,Chandivali,72.904,2020-01-13,Amar,50004,Shiv Bhagtani Manor 3B CHS," 2 BHK Apartment for Rent in Shiv Bhagtani Manor 3B CHS, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai-r1&id=4d423431343333393433,Agent
19318,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,1 floor,East facing Semi Furnished 2 BHK flat at Sunshine, Raheja vihar complex, Powai (excellent view) for immediate rent. Semi furnished flat with modular kitchen, piped gas wardrobes, curtains, 24 hours water supply and all electrical fittings, fans, geyser, piped gas, covered car and motorcycle parking, lift. Society fully functional with club house, gym swimming pool Tennis Court Supermarket, Beautiful landscaped garden 24x7 security facility like guard and CCTV. Ideal flat for families working in Hiranandani Powai.",Raheja Developers Ltd.,7.0,1.0,Semi-Furnished,28744443,domcache_srp_28744443,19.1181,Central Area,72.89484909999999,2020-01-13,Amar,45000,Raheja Vihar," 2 BHK Apartment for Rent in Raheja Vihar, Central Area 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Central-Area-in-Mumbai-r2&id=4d423238373434343433,Agent
19330,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,7 floor,East facing Multistory apartment is available for rent at Galaxy Tower, This is 2 BHK. It's Fully furnished flat With modular kitchen, Geyser, And ample store space along with Stilt parking available located Srishti Complex, opposite L&T gate No 7, in premium locality of Powai, with reputed schools, shopping complex, restaurants and hospitals, all within walking distance. Amenities include parking, children's play area, club house swimming pool etc. Price includes parking. Contact us for more details.",Srishti Group,12.0,7.0,Furnished,16193972,domcache_srp_16193972,19.117237768943106,Powai,72.88785491943271,2020-01-12,mahadev,40000,Srishti Complex," 2 BHK Apartment for Rent in Srishti Complex, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423136313933393732,Agent
19350,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,4 floor,East facing Fully furnished 2 BHK flat available for rent in Tulip, at Hiranandani Complex prime location on rent. The property is situated in one of the best, green and peaceful locality in Hiranandani Garden Powai. This Flat is available only for the Family It is in one of the best and well maintained society in that vicinity. The flat in best of its condition. The property is close to all the basic necessities of life. The society is surrounded by thousands of trees to give you fresh air and cool breeze round the clock. 24 hours water supply and security.",Hiranandani Group,7.0,4.0,Furnished,46502751,domcache_srp_46502751,19.1147692,Panchkutir Ganesh Nagar,72.9060245,2019-12-30,Sachin Babar,55000,Hiranandani Gardens Tulip," 2 BHK Apartment for Rent in Hiranandani Gardens Tulip, Panchkutir Ganesh Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Panchkutir-Ganesh-Nagar-in-Mumbai&id=4d423436353032373531,Agent
19370,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,North - East facing Our fees only Rs. 20,000 for an apartment in Mumbai. Professional Property Management. Multiple direct options available. There is 2bhk apartment available.",H K Pujara Builders,13.0,5.0,Semi-Furnished,44655719,domcache_srp_44655719,19.13605492,Andheri West,72.83612939,2020-01-13,Azuro,55000,Chitralekha HERRITAGE," 2 BHK Apartment for Rent in Chitralekha HERRITAGE, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423434363535373139,Agent
19414,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,18 floor,East facing Brand new tower and brand new flat with all modern Amenities available for immediate possession",Lodha Group,43.0,18.0,Semi-Furnished,47174333,domcache_srp_47174333,19.035872805828397,Wadala,72.8791787798633,2020-01-12,Dinesh  Jeswani,58000,New Cuffe Parade," 2 BHK Apartment for Rent in New Cuffe Parade, Wadala 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423437313734333333,Agent
19460,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing its a brand new property with peacefull location,pls call for further details",DGS Group,11.0,5.0,Unfurnished,45754479,domcache_srp_45754479,19.0743589,Kalina,72.8611306,2020-01-12,Ashok  Gala,60000,Sheetal Airwings," 2 BHK Apartment for Rent in Sheetal Airwings, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423435373534343739,Agent
19484,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,12 floor,North - East facing The Unit has beautiful Marble flooring.It is very close to lokhandwalla market and infinity mall. Ideal place for family and kids. Joggers park is 5 minute from the house. Station is just 10 min. Away. House is fully furnished with all electronic and white goods.",HCBS Developer,17.0,12.0,Furnished,44879459,domcache_srp_44879459,19.1416655,Andheri West,72.83453134,2019-12-16,Vandana,60000,Dheeraj Gaurav Heights," 2 BHK Apartment for Rent in Dheeraj Gaurav Heights, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423434383739343539,Owner
19551,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,East facing  This Home has 2 bedroom and it lies on 4 floor and offers 2 bathroom You can avail this well-designed Home on a monthly rent of 55000. ",AJMERA,17.0,4.0,Unfurnished,39915685,domcache_srp_39915685,19.13894569,Andheri West,72.82940015,2020-01-14,Swadesh Rai,55000,Royal Classic Co Op Society," 2 BHK Apartment for Rent in Royal Classic Co Op Society, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423339393135363835,Agent
19557,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,6 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Chandivali, Mumbai for 53,000",Cooperative Group Housing Society,12.0,6.0,Unfurnished,47259253,domcache_srp_47259253,19.115601,Chandivali,72.904,2020-01-10,Pramod Kumar Singh,53000,Shiv Bhagtani Manor 3B CHS," 2 BHK Apartment for Rent in Shiv Bhagtani Manor 3B CHS, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423437323539323533,Agent
19593,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,11 floor,East facing 2 BHK Flat on rent available at Godrej the trees Vikhroli east please contact us for more details.",Godrej Properties,18.0,11.0,Unfurnished,47306663,domcache_srp_47306663,19.0937492,Vikhroli,72.922604,2020-01-13,Vinayak  Pandya,58000,Godrej The Trees," 2 BHK Apartment for Rent in Godrej The Trees, Vikhroli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vikhroli-in-Mumbai&id=4d423437333036363633,Agent
19630,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,18 floor,North facing A very good 2 bhk flat for rent in nahar amrit shakti, powai, central mumbai suburbs. It is a superb property and offers an excellent view. The flat is semifurnished with multiple amenities and promises a comfortable stay. The appeal of the flat has been increased with the availability of a pipedGas. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center, fitness centregym and swimming pool etc. It also has rain water harvesting system.. Other facilities include intercom facility, liftS, park, visitor parking.",Nahar Group,20.0,18.0,Furnished,46798539,domcache_srp_46798539,19.105165,Chandivali,72.9001526,2020-01-14,Amol  Kharat,57000,Nahar Laurel and Lilac," 2 BHK Apartment for Rent in Nahar Laurel and Lilac, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423436373938353339,Agent
19631,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,8 floor,East facing Ready to Move in Lavish Unfurnished 2BHK Flat For Lease in Silver Arch Shastri Nagar Andheri West. One of The Premium Tower in Andheri West.  We have Many More Other Options Available For Lease and outright in Andheri West. please Call For More Details V.S.Properties.",D Kapoor Land Developers,12.0,8.0,Unfurnished,46412903,domcache_srp_46412903,19.1379646,Andheri West,72.827219,2019-11-30,Sunil  Ghevade,60000,Silver Arch," 2 BHK Apartment for Rent in Silver Arch, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423436343132393033,Agent
19640,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,1 floor 2 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 55,000",Kabra Group,17.0,1.0,Unfurnished,47223941,domcache_srp_47223941,19.126972,Andheri West,72.832134,2020-01-09,Rahul  Rathod,55000,Kabra Paradise," 2 BHK Apartment for Rent in Kabra Paradise, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423437323233393431,Agent
19704,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,10 floor,East facing Exclusively furnished 2bhk apartment, Which is available on rent in Lake Home Powai. The apartment is on the higher floor and has an unobstructed view from the flat. It is a breezy apartment, Which comes with amenities like club house, Swimming pool. Etc. The building has only 4 flats per floor. It is a 22 storey building and has quality construction which is crafted by eminent architects for ergonomics and aesthetics. Kindly get in touch to know more about the property. The property is within walking distance from major corporate offices, Malls, Markets, Banks, Schools etc",Supreme Universal,22.0,10.0,Furnished,40069303,domcache_srp_40069303,19.1135524,Powai,72.8995003,2019-12-31,Amar  Shinghare,55000,Lake Homes," 2 BHK Apartment for Rent in Lake Homes, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r5&id=4d423430303639333033,Agent
19714,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,1 floor,North - West facing A perfect 2bhk with in a good and maintain building on rent at amboli for family only",Gulmohar Builders,13.0,1.0,Unfurnished,45044181,domcache_srp_45044181,19.1280885,Andheri West,72.8422028,2019-12-14,RAJVEER SINGH singh,55000,Gulmohar Apartment," 2 BHK Apartment for Rent in Gulmohar Apartment, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai-r1&id=4d423435303434313831,Agent
19752,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,3 floor,North - West facing This spacious Multistorey Apartment is located at d3rd floor in a tower of total 7 floors. Store Room is additionally available. Ample space of covered car parking for visitors. The Multistorey Apartment is newly constructed. The location has easy access to, Anjuman High School Kurla West (0 km ), Baba Hospital (0 km ), Bank of Maharashtra (0 km ) and City Mall (8 km ).",Keshav Vitthal Sonawane,7.0,3.0,Furnished,33684079,domcache_srp_33684079,19.083533,Kurla West,72.884647,2019-12-02,Sameer Khan,60000,Kohinoor City Phase II," 2 BHK Apartment for Rent in Kohinoor City Phase II, Kurla West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kurla-West-in-Mumbai-r7&id=4d423333363834303739,Agent
19757,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,4 floor  This spacious 2 Bedroom Unit is located on fourth floor and it has furnished 2 bathroom You can rent this good Unit on a monthly charges of 55000. ",Indra Darshan Developer,18.0,4.0,Furnished,40629147,domcache_srp_40629147,19.1480305,Oshiwara,72.8317285,2019-11-30,Jay  Modi,60000,Indradarshan II," 2 BHK Apartment for Rent in Indradarshan II, Oshiwara 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Oshiwara-in-Mumbai-r5&id=4d423430363239313437,Agent
19823,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,6 floor,West facing 2 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 55,000",Aaress realty,8.0,6.0,Furnished,46866579,domcache_srp_46866579,0.0,Andheri East,0.0,2019-12-21,ankita,55000,Veesita Residency," 2 BHK Apartment for Rent in Veesita Residency, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436383636353739,Owner
19825,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,9 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 55,000",JV Construction,11.0,9.0,Unfurnished,46857873,domcache_srp_46857873,19.1153778,Andheri East,72.8706487,2019-12-21,Swapnil Chandragiri,55000,Sweena," 2 BHK Apartment for Rent in Sweena, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436383537383733,Owner
